"59","MAVULUMA","KATIMA MULILO","2019-04-07 10:58:50",,,"30","49"
"60","OSHIKANGO","OSHIKANGO","2019-04-07 10:59:10",,,"30","47"
"61","SIFUHA","Sifuha, Zambezi","2019-04-07 11:00:02",,,"30","52"
"63","ONDANGWA","PO BOX 3096, ONDANGWA","2019-04-07 11:11:10",,,"30","47"
"64","MASHI DISTRICT","KONGOLA","2019-04-07 11:16:52",,,"30","0"
"65","KATUNGU","MAHACANA","2019-04-07 12:02:45",,,"30","68"
"68","OUTAPI",,"2019-05-19 12:40:54",,,"30","0"
"69","Maseru SDA Church","Box 741, Maseru, Lesotho","2019-05-20 10:57:58","22327382",,"29","0"
"70","Seoli C","Haseoli, Maseru, Lesotho","2019-05-20 11:32:09","22312664",,"29","0"
"72","Ebenezer SDA Church","Nqechane, Leribe, Lesotho","2019-05-20 11:33:18","22312664",,"29","0"
"73","Qalakheng SDA Church","Mohales Hoek, Lesotho","2019-05-20 11:33:48","22312664",,"29","0"
"74","Ntlholohetsane","Mokhotlong, Lesotho","2019-05-20 11:35:06","22322664",,"29","0"
"75","Sekamaneng SDA Church","Sekamaneng, Maseru.","2019-05-20 11:36:06","22312664",,"29","0"
"76","Hangers Drift SDA Church","Hangers Drift, Berea, Lesotho","2019-05-20 11:36:32","22312664",,"29","0"
"77","TY SDA Church","Ha Molemane, Teyateyaneng, Lesotho","2019-05-20 11:36:59","22312664",,"29","0"
"78","Tsepong SDA Church","Ha Mokhehle, Berea, Lesotho","2019-05-20 11:37:33","22312664",,"29","0"
"79","Maluti SDA Church","Mapoteng, Berea, Lesotho","2019-05-20 11:39:10","22312664",,"29","0"
"80","Mapoteng Community SDA Church","Mapoteng","2019-05-20 11:39:33","22312664",,"29","0"
"81","Maputsoe SDA Church","Maputsoe","2019-05-20 11:39:52","22312664",,"29","0"
"82","Hleoheng SDA Church","Hleoheng","2019-05-20 11:40:17","22312664",,"29","0"
"83","Peniel SDA Church","Matukeng","2019-05-20 11:40:43","22312664",,"29","0"
"84","Rejoice SDA Church","Maputsoe","2019-05-20 11:41:06","22312664",,"29","0"
"85","Hlotse SDA Church","Hlotse, Leribe","2019-05-20 11:41:23","22312664",,"29","0"
"86","Tsifa Li Mali SDA Church","Tsifa Li Mali, Leribe","2019-05-20 11:41:57","22312664",,"29","0"
"87","LeMaranatha SDA ","Mahobong","2019-05-20 11:42:38","22312664",,"29","0"
"88","Bethany SDA Church","Ha Seetsa","2019-05-20 11:43:58","22312664",,"29","0"
"89","Levis Nek","Levis Nek, Leribe","2019-05-20 11:44:31","22312664",,"29","0"
"90","Emmanuel SDA Church","Levis Nek","2019-05-20 11:44:55","22312664",,"29","0"
"91","Masala SDA Church","Ha Khabo, Leribe","2019-05-20 11:45:25","22312664",,"29","0"
"92","Bethel SDA Church","Botha Bothe","2019-05-20 11:45:46","22312664",,"29","0"
"93","Botha Bothe SDA Church","Botha Bothe","2019-05-20 11:46:02","22312664",,"29","0"
"94","Hosanna SDA Church","Ha Selomo, Botha Bothe","2019-05-20 11:46:27","22312664",,"29","0"
"95","Bochabela SDA CHurch","Makhunoane, Botha Bothe","2019-05-20 11:46:57","22312664",,"29","0"
"96","Maranatha SDA Church","Tloha re Bue, Mokhotlong","2019-05-20 11:47:27","22312664",,"29","0"
"97","Mokhotlong SDA Church","Mokhotlong","2019-05-20 11:47:59","22312664",,"29","0"
"98","Thaba Tseka SDA Church","Thaba Tseka","2019-05-20 11:48:45","22312664",,"29","0"
"99","Bokong SDA Church","Bokong, Thaba Tseka","2019-05-20 11:49:04","22312664",,"29","0"
"100","Foso SDA Church","Ha-Foso, Maseru","2019-05-20 11:49:31","22312664",,"29","0"
"101","Khubetsoana SDA Church","Khubetsoana, Berea","2019-05-20 11:49:53","22312664",,"29","0"
"102","Amazing Grace SDA Church","Ha Mabote, Berea","2019-05-20 11:50:21","22312664",,"29","0"
"103","Memorial SDA Church","Sea Point, Maseru","2019-05-20 11:50:58","22312664",,"29","0"
"104","Lithoteng SDA Church","Lithoteng, Maseru","2019-05-20 11:51:22","22312664",,"29","0"
"105","Worship Center SDA Church","Ha Thetsane, Maseru","2019-05-20 11:52:06","22312664",,"29","0"
"106","Motloheloa SDA Church","Ha Motloheloa","2019-05-20 11:52:23","22312664",,"29","0"
"107","Nazareth SDA Church","Nazareth, Maseru","2019-05-20 11:52:49","22312664",,"29","0"
"108","Kolo SDA Church","Kolo, Mafeteng","2019-05-20 11:53:10","22312664",,"29","0"
"109","Mohales Hoek SDA Church","Thoteng, Mohales Hoek","2019-05-20 11:53:48","22312664",,"29","0"
"110","Selibeng SDA Church","Likhutlong, Mohales Hoek","2019-05-20 11:54:11","22312664",,"29","0"
"111","Quthing SDA Church","Quthing","2019-05-20 11:54:29","22312664",,"29","0"
"112","Qacha SDA Church","Qacha's Nek","2019-05-20 11:54:50","22312664",,"29","0"
"113","Matsoku SDA Church","Matsoku, Leribe","2019-05-20 11:55:13","22312664",,"29","0"
"114","Tsoinyane SDA Church","Tsoinyane, Pitseng","2019-05-20 11:55:54","22312664",,"29","0"
"115","Tlhakuli SDA Church","Tlhakuli","2019-05-20 11:57:10","22312664",,"29","0"
"116","MWANZI",,"2019-05-20 13:17:56",,,"30","0"
"117","SIKAUNGA",,"2019-05-20 13:18:16",,,"30","0"
"119","LIZAULI","Lizauli","2019-05-20 13:18:56",,,"30","68"
"120","SACHONA",,"2019-05-20 13:19:15",,,"30","0"
"121","LUBUTA","Lubuta","2019-05-20 13:19:38",,,"30","68"
"122","KAISOSI","RUNDU","2019-05-20 13:20:46",,,"30","51"
"123","BITTO","Katima Mulilo","2019-05-20 13:50:56",,,"30","49"
"124","CHEFUZWE","Chefuzwe
","2019-05-20 13:52:24",,,"30","49"
"125","DAIRY","Katima mulilo","2019-05-20 13:52:44",,,"30","49"
"126","KALUMBA ","Kalumba","2019-05-20 13:53:00",,,"30","49"
"127","KASHESHE","Kasheshe","2019-05-20 13:53:16",,,"30","49"
"128","LISELO","Liselo","2019-05-20 13:53:32",,,"30","68"
"129","NGWEZE WEST","Katima Mulilo","2019-05-20 13:54:00",,,"30","49"
"130","MWAMBEZI","Mwambezi Village, KM","2019-05-20 13:54:18",,,"30","49"
"131","Mafuta Church",,"2019-05-20 16:09:19",,,"30","0"
"132","Katima Church","Mukisa","2019-05-20 16:10:06",,,"30","53"
"133","Mahohoma Church",,"2019-05-20 16:10:31",,,"30","0"
"134","Nambweza Church",,"2019-05-20 16:10:52",,,"30","0"
"135","Musanga Church",,"2019-05-20 16:11:15",,,"30","0"
"136","Nfooma Church",,"2019-05-20 16:11:36",,,"30","0"
"137","Lyebangwe Church","Mahachana","2019-05-20 16:11:57",,,"30","68"
"138","Namalubi Church",,"2019-05-20 16:12:18",,,"30","0"
"139","Mubiza Church",,"2019-05-20 16:12:41",,,"30","0"
"140","Sabelo Church",,"2019-05-20 16:13:07",,,"30","0"
"141","Lisikili Church","Mahachana","2019-05-20 16:13:32",,,"30","68"
"142","Saili Church",,"2019-05-20 16:13:56",,,"30","0"
"143","Libula Church","Mahachana","2019-05-20 16:14:23",,,"30","68"
"144","Kalimbeza Church","Kalimbeza","2019-05-20 16:14:48",,,"30","53"
"145","Nasisangani Church",,"2019-05-20 16:15:19",,,"30","0"
"146","Choto West Church","Choto, KM","2019-05-20 16:15:42",,,"30","53"
"147","Katungu SDA church","Katungu","2019-05-20 16:16:06",,,"30","68"
"148","Sachinga SDA church",,"2019-05-20 16:16:35",,,"30","0"
"149","Masaamatuna SDA church","Makanga","2019-05-20 16:17:10",,,"30","68"
"150","Nampengu SDA church",,"2019-05-20 16:20:54",,,"30","0"
"151","Kaliyangile SDA church","Sibinda","2019-05-20 16:21:26",,,"30","68"
"152","Sinywabuzuni SDA church","Mahachana","2019-05-20 16:21:50",,,"30","68"
"153","Sibbinda SDA church","Sibbinda","2019-05-20 16:22:13",,,"30","68"
"154","Kansoko SDA church","Mashi","2019-05-20 16:23:08",,,"30","68"
"155","Masida SDA church","Masida","2019-05-20 16:23:52",,,"30","68"
"156","Masikili","Masikili","2019-05-20 23:15:24",,,"30","52"
"157","Mutikitila","Mutikitila","2019-05-20 23:15:46",,,"30","52"
"158","Ngoma","Ngoma","2019-05-20 23:16:09",,,"30","52"
"159","Siseke","Kabbe","2019-05-20 23:16:25",,,"30","52"
"160","Bukalo","Bukalo","2019-05-20 23:16:51",,,"30","52"
"161","Ikumwe","Ikumwe, Zambezi","2019-05-20 23:17:06",,,"30","52"
"162","Iseke","Iseke, Zambezi","2019-05-20 23:17:27",,,"30","52"
"163","Kabbe","Kabbe","2019-05-20 23:17:48",,,"30","52"
"164","Kwalala","Kwalala, Zambezi","2019-05-20 23:18:05",,,"30","52"
"165","Lusese","Lusese, Zambezi","2019-05-20 23:18:23",,,"30","52"
"166","Muyako","Muyako, Zambezi","2019-05-20 23:18:41",,,"30","52"
"167","Salambala","Salambala, Zambezi","2019-05-20 23:19:00",,,"30","52"
"168","Siseme","Kabbe","2019-05-20 23:19:24",,,"30","52"
"169","Sikanjabuka","Sikanjabuka, Zambezi","2019-05-20 23:19:46",,,"30","52"
"170","Ivilivinzi","Ivilivinzi, Zambezi","2019-05-20 23:20:06",,,"30","52"
"171","Impalila","Impalila","2019-05-20 23:21:10",,,"30","52"
"172","Kasika","Kasika, Zambezi","2019-05-20 23:21:30",,,"30","52"
"173","Ikaba","Ikaba","2019-05-20 23:21:48",,,"30","52"
"174","Schuckmansburg",,"2019-05-20 23:22:04",,,"30","0"
"175","Namiyundu","Namiyundu, Zambezi","2019-05-20 23:22:22",,,"30","52"
"176","Kalimbeza","Kalimbeza","2019-05-21 12:18:16",,,"30","53"
"177","Batubaja","Batubaja","2019-05-21 12:44:55",,,"30","48"
"178","Malengalenga","Malengalenga","2019-05-21 12:45:40",,,"30","48"
"179","Luhoto","Luhoto","2019-05-21 12:46:04",,,"30","48"
"180","Mbiladjwe","Mbiladjwe, Zambezi","2019-05-21 12:46:33",,,"30","48"
"181","Samudona","Samudono, Zambezi","2019-05-21 13:08:34",,,"30","48"
"182","Sangwali","Sangwali, Zambezi","2019-05-21 13:09:06",,,"30","48"
"183","Kapane","Kapane","2019-05-21 13:09:30",,,"30","68"
"184","Chincimane","Chincimane","2019-05-21 13:10:00",,,"30","48"
"185","Kanono","Kanono, Zambezi","2019-05-21 13:10:22",,,"30","48"
"186","Masokotwani","Masokotwani, Zambezi","2019-05-21 13:10:50",,,"30","48"
"187","Muketela","Muketela, Zambezi","2019-05-21 13:11:20",,,"30","48"
"188","Lusu","Lusu","2019-05-21 13:11:49",,,"30","48"
"189","Linyanti","Linyanti, Zambezi","2019-05-21 13:12:17",,,"30","48"
"190","Kanono Sangwali Districts","Kanono","2019-06-27 12:29:56",,,"30","0"
"191","Matsetsa SDA church","Siteki","2019-07-30 03:34:15",,,"33","0"
"192","Vuvulane SDA church","Lubombo","2019-07-30 03:35:33",,,"33","0"
"193","Mpolonjeni Church","Lubombo","2019-07-30 03:36:18",,,"33","0"
"194","Big Bend SDA church","Big Bend","2019-07-30 03:37:23",,,"33","0"
"195","Jojo SDA church","Nhlangano, Shiselweni","2019-07-30 03:39:18",,,"33","0"
"196","Nhlangano SDA church","Nhlangano town","2019-07-30 03:40:04",,,"33","0"
"197","Phongolwane SDA church","Shiselweni","2019-07-30 03:40:38",,,"33","0"
"198","Luyengo SDA church","Manzini","2019-07-30 03:42:19",,,"33","0"
"199","Sigombeni SDA church","Manzini","2019-07-30 03:43:45",,,"33","0"
"200","Lozitha SDA church","Manzini","2019-07-30 03:44:36",,,"33","0"
"201","Mbekelweni SDA church","Manzini","2019-07-30 03:45:13",,,"33","0"
"202","Zombodze SDA church","Manzini","2019-07-30 03:45:53",,,"33","0"
"203","Corporation SDA church","Mcolo, Mbabane","2019-07-30 03:51:18",,,"33","0"
"204","Mbabane SDA church","Mbabane city","2019-07-30 03:52:11",,,"33","0"
"205","Zulwini SDA church","Ezulwini, Hhohho","2019-07-30 03:53:07",,,"33","0"
"206","Mhlosheni SDA church","Hhohho","2019-07-30 03:55:48",,,"33","0"
"207","Hhohho SDA church","Hhohho","2019-07-30 03:56:23",,,"33","0"
"208","Manzini Central SDA church","Manzini city","2019-07-30 03:58:04",,,"33","0"
"209","City Church","Manzini city","2019-07-30 03:58:38",,,"33","0"
"210","Ngwane Park SDA church","Manzini","2019-07-30 03:59:11",,,"33","0"
"211","Hhelehhele SDA church","Manzini","2019-07-30 03:59:56",,,"33","0"
"212","Timbutini SDA church","Manzini ","2019-07-30 04:01:07",,,"33","0"
"213","Conville Church",,"2019-11-13 11:23:54",,,"51","0"
"214","Loerie Park Church",,"2019-11-13 11:34:02",,,"51","0"
"215","Parkdene Church",,"2019-11-13 11:34:11",,,"51","0"
"216","Plettenberg Bay GP",,"2019-11-13 11:34:20",,,"51","0"
"217","Rosemoor Church",,"2019-11-13 11:34:28",,,"51","0"
"218","Elim Church",,"2019-11-13 11:34:35",,,"51","0"
"219","Lukhanyiso Church",,"2019-11-13 11:34:42",,,"51","0"
"220","Sedgefield Company",,"2019-11-13 11:34:50",,,"51","0"
"221","Someleze Church",,"2019-11-13 11:34:56",,,"51","0"
"222","Tyholora Church",,"2019-11-13 11:35:03",,,"51","0"
"223","Bulelani Church",,"2019-11-13 11:35:10",,,"51","0"
"224","Beaufort West Group",,"2019-11-13 11:35:18",,,"51","0"
"225","Bongolethu Church",,"2019-11-13 11:35:25",,,"51","0"
"226","Asla Group",,"2019-11-13 11:36:15",,,"51","0"
"227","Ladysmith Church",,"2019-11-13 11:36:27",,,"51","0"
"228","Oudtshoorn Central Church",,"2019-11-13 11:36:34",,,"51","0"
"229","Oudtshoorn Bridgeton Church",,"2019-11-13 11:36:45",,,"51","0"
"230","Dysseldorp Group",,"2019-11-13 11:36:53",,,"51","0"
"231","Klaarstroom GP",,"2019-11-13 11:37:00",,,"51","0"
"232","Oudermuragie Group",,"2019-11-13 11:37:08",,,"51","0"
"233","Prins Albert Group",,"2019-11-13 11:37:15",,,"51","0"
"234","Masibulele GP",,"2019-11-13 11:37:22",,,"51","0"
"235","Mount Carmel (exAsla) Church",,"2019-11-13 11:37:30",,,"51","0"
"236","Barrydale Church",,"2019-11-13 11:37:38",,,"51","0"
"237","Hartenbos Church",,"2019-11-13 11:37:45",,,"51","0"
"238","Kwa-Nonqaba Church",,"2019-11-13 11:37:51",,,"51","0"
"239","Mosselbay Church",,"2019-11-13 11:37:58",,,"51","0"
"240","New Hope (D’Almeida) Church",,"2019-11-13 11:38:05",,,"51","0"
"241","Riversdale Church",,"2019-11-13 11:38:12",,,"51","0"
"242","Swellendam Group",,"2019-11-13 11:38:18",,,"51","0"
"243","Knysna Church",,"2019-11-13 11:38:28",,,"51","0"
"244","Kwa-Nokuthula Church",,"2019-11-13 11:38:37",,,"51","0"
"245","Craggs Group",,"2019-11-13 11:38:44",,,"51","0"
"246","Qolweni Group",,"2019-11-13 11:38:50",,,"51","0"
"247","Thembelitsha Church",,"2019-11-13 11:39:00",,,"51","0"
"248","Hornlee Company",,"2019-11-13 11:39:08",,,"51","0"
"249","Rheenendal Church",,"2019-11-13 11:39:16",,,"51","0"
"250","Eden Church",,"2019-11-13 11:39:22",,,"51","0"
"251","Helderberg Church",,"2019-11-13 11:39:43",,,"51","0"
"252","Silverleaf Church",,"2019-11-13 11:39:51",,,"51","0"
"253","All Nations Campus",,"2019-11-13 11:39:58",,,"51","0"
"254","Firgrove Church",,"2019-11-13 11:40:05",,,"51","0"
"255","Helderzicht Church",,"2019-11-13 11:40:11",,,"51","0"
"256","Macassar Company",,"2019-11-13 11:40:19",,,"51","0"
"257","Lwandle Church",,"2019-11-13 11:40:25",,,"51","0"
"258","Somerset West Church",,"2019-11-13 11:40:30",,,"51","0"
"259","Strand Church",,"2019-11-13 11:40:42",,,"51","0"
"260","Zola Church",,"2019-11-13 11:40:49",,,"51","0"
"261","Grabouw Church",,"2019-11-13 11:40:56",,,"51","0"
"262","Hermanus Church",,"2019-11-13 11:41:01",,,"51","0"
"263","Kleinmond Church",,"2019-11-13 11:41:10",,,"51","0"
"264","Zwelihle Church",,"2019-11-13 11:41:16",,,"51","0"
"265","Bredasdorp",,"2019-11-13 11:41:23",,,"51","0"
"266","Greyton Church",,"2019-11-13 11:41:30",,,"51","0"
"267","Riviersonderend",,"2019-11-13 11:41:46",,,"51","0"
"268","Stanford",,"2019-11-13 11:41:54",,,"51","0"
"269","Struisbaai Church",,"2019-11-13 11:42:00",,,"51","0"
"270","Baardskeerdersbos Grou",,"2019-11-13 11:42:07",,,"51","0"
"271","Atlantis Church",,"2019-11-13 11:42:19",,,"51","0"
"272","Chatsworth Group",,"2019-11-13 11:42:25",,,"51","0"
"273","Malmesbury Church",,"2019-11-13 11:42:31",,,"51","0"
"274","Moreesburg Church",,"2019-11-13 11:42:38",,,"51","0"
"275","Witsands Group",,"2019-11-13 11:42:45",,,"51","0"
"276","Diasville Church",,"2019-11-13 11:42:51",,,"51","0"
"277","Lambertsbay Church",,"2019-11-13 11:42:59",,,"51","0"
"278","Langebaanweg Church",,"2019-11-13 11:43:05",,,"51","0"
"279","Middelpos Group",,"2019-11-13 11:43:11",,,"51","0"
"280","Saldanha Church",,"2019-11-13 11:43:17",,,"51","0"
"281","St Helena Bay Church",,"2019-11-13 11:43:25",,,"51","0"
"282","Vredenburg Church",,"2019-11-13 11:43:32",,,"51","0"
"283","Citrusdal Group",,"2019-11-13 11:43:38",,,"51","0"
"284","Clanwilliam Group",,"2019-11-13 11:43:44",,,"51","0"
"285","Vredendal North",,"2019-11-13 11:47:56",,,"51","0"
"286","Vredendal Central",,"2019-11-13 11:48:30",,,"51","0"
"287","Ceres Group",,"2019-11-13 11:48:41",,,"51","0"
"288","De Eike Church",,"2019-11-13 11:48:48",,,"51","0"
"289","Esselen Park Church",,"2019-11-13 11:48:54",,,"51","0"
"290","Orchards Group",,"2019-11-13 11:50:12",,,"51","0"
"291","Robertson Group",,"2019-11-13 11:50:20",,,"51","0"
"292","Worcester West Church",,"2019-11-13 11:50:47",,,"51","0"
"293","Zwelethemba Church",,"2019-11-13 11:50:54",,,"51","0"
"294","Zolani Church",,"2019-11-13 11:51:02",,,"51","0"
"295","Ida’s Valley Church",,"2019-11-13 11:51:09",,,"51","0"
"296","Paarl West Church",,"2019-11-13 11:51:16",,,"51","0"
"297","Paarl East Church",,"2019-11-13 11:51:23",,,"51","0"
"298","Wellington Church",,"2019-11-13 11:51:29",,,"51","0"
"299","Saron Church",,"2019-11-13 11:51:37",,,"51","0"
"300","Khayamandi",,"2019-11-13 11:51:45",,,"51","0"
"301","Loyiso",,"2019-11-13 11:51:53",,,"51","0"
"302","Mbekweni",,"2019-11-13 11:52:01",,,"51","0"
"303","Old Time Religion",,"2019-11-13 11:52:07",,,"51","0"
"304","Vineyard",,"2019-11-13 11:52:14",,,"51","0"
"305","Wallacedene",,"2019-11-13 11:52:22",,,"51","0"
"306","Bloekombos Co",,"2019-11-13 11:52:33",,,"51","0"
"307","Eagle’s Nest Co",,"2019-11-13 11:52:39",,,"51","0"
"308","Franschhoek",,"2019-11-13 11:52:48",,,"51","0"
"309","Stellenb.SDASM Co",,"2019-11-13 11:52:54",,,"51","0"
"310","Ikhwezi Lomso",,"2019-11-13 11:53:01",,,"51","0"
"311","SDASM Stellenbosch (Tygerberg)",,"2019-11-13 11:53:09",,,"51","0"
"312","Delft Ch",,"2019-11-13 11:53:16",,,"51","0"
"313","Elsies River",,"2019-11-13 11:53:22",,,"51","0"
"314","First Mango",,"2019-11-13 11:53:29",,,"51","0"
"315","Lavistown",,"2019-11-13 11:53:38",,,"51","0"
"316","Leiden",,"2019-11-13 11:53:46",,,"51","0"
"317","Ravensmead",,"2019-11-13 11:53:54",,,"51","0"
"318","Simunye Delft Central",,"2019-11-13 11:54:01",,,"51","0"
"319","Uitsig",,"2019-11-13 11:54:08",,,"51","0"
"320","Vuyolwethu",,"2019-11-13 11:54:14",,,"51","0"
"321","Word of Hope Group",,"2019-11-13 11:54:21",,,"51","0"
"322","CPUT Bellville SDASM",,"2019-11-13 11:54:28",,,"51","0"
"323","SDASM Stellenbosch, (Bellville)",,"2019-11-13 11:54:35",,,"51","0"
"324","UWC",,"2019-11-13 11:54:41",,,"51","0"
"325","Blackheath Ch",,"2019-11-13 11:54:47",,,"51","0"
"326","Eerste River Ch",,"2019-11-13 11:54:53",,,"51","0"
"327","Kuilsriver Ch",,"2019-11-13 11:54:59",,,"51","0"
"328","Rwandan-Burundian Company",,"2019-11-13 11:55:05",,,"51","0"
"329","Sikhokele Company",,"2019-11-13 11:55:10",,,"51","0"
"330","Silversands Ch",,"2019-11-13 11:55:16",,,"51","0"
"331","Wesbank Company",,"2019-11-13 11:55:22",,,"51","0"
"332","Belhar",,"2019-11-13 11:55:29",,,"51","0"
"333","Bellville",,"2019-11-13 11:55:35",,,"51","0"
"334","Durbanville Group",,"2019-11-13 11:55:42",,,"51","0"
"335","Maranatha Group",,"2019-11-13 11:55:49",,,"51","0"
"336","Parow Ch",,"2019-11-13 11:55:55",,,"51","0"
"337","Tygerberg Ch",,"2019-11-13 11:56:02",,,"51","0"
"338","Brackenfell Ch",,"2019-11-13 11:56:08",,,"51","0"
"339","Kraaifontein Ch",,"2019-11-13 11:56:14",,,"51","0"
"340","Northpine Ch",,"2019-11-13 11:56:20",,,"51","0"
"341","Brooklyn",,"2019-11-13 11:56:35",,,"51","0"
"342","Factreton",,"2019-11-13 11:56:45",,,"51","0"
"343","Goodwood",,"2019-11-13 11:56:52",,,"51","0"
"344","Parklands",,"2019-11-13 11:56:58",,,"51","0"
"345","Table View",,"2019-11-13 11:57:06",,,"51","0"
"346","Island Company",,"2019-11-13 11:57:14",,,"51","0"
"347","Kensington Church",,"2019-11-13 11:57:21",,,"51","0"
"348","Melkbosstrand Group",,"2019-11-13 11:57:27",,,"51","0"
"349","Salt River Church",,"2019-11-13 11:57:34",,,"51","0"
"350","Gugulethu",,"2019-11-13 11:57:43",,,"51","0"
"351","Khayalethu",,"2019-11-13 11:57:51",,,"51","0"
"352","Lusaka",,"2019-11-13 11:57:58",,,"51","0"
"353","Mseki",,"2019-11-13 11:58:06",,,"51","0"
"354","Mount Olive",,"2019-11-13 11:58:13",,,"51","0"
"355","Nyanga East",,"2019-11-13 11:58:24",,,"51","0"
"356","Philippi",,"2019-11-13 11:59:15",,,"51","0"
"357","Barcelona",,"2019-11-13 11:59:22",,,"51","0"
"358","Luvuyo",,"2019-11-13 11:59:29",,,"51","0"
"359","Luyolo",,"2019-11-13 11:59:37",,,"51","0"
"360","Mbasa",,"2019-11-13 11:59:44",,,"51","0"
"361","Sinethemba",,"2019-11-13 11:59:51",,,"51","0"
"362","Thembalethu",,"2019-11-13 11:59:57",,,"51","0"
"363","Zisukhanyo",,"2019-11-13 12:00:04",,,"51","0"
"364","Dunoon",,"2019-11-13 12:00:11",,,"51","0"
"365","iNkosi Yeza",,"2019-11-13 12:00:18",,,"51","0"
"366","Intersite Group",,"2019-11-13 12:00:25",,,"51","0"
